Participant;Trial;Delay;Info;Candidate;Uni;Sub 1;Sub 2;Sub 3;Final Year;Clubs;AI recommendation;CorrectDecision;Feedback to AI
38;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
38;33;long;Simple;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
38;34;long;Simple;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
38;35;long;Simple;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
38;36;long;Simple;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
38;37;long;Simple;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
38;38;long;Simple;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
38;39;long;Simple;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
38;40;long;Simple;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
38;41;long;Simple;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
38;42;long;Simple;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
38;43;long;Simple;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
38;44;long;Simple;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
38;45;long;Simple;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
39;1;long;Entertaining;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
39;2;long;Entertaining;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
39;3;long;Entertaining;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
39;4;long;Entertaining;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
39;5;long;Entertaining;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
39;6;long;Entertaining;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
39;7;long;Entertaining;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
39;8;long;Entertaining;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
39;9;long;Entertaining;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
39;10;long;Entertaining;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
39;11;long;Entertaining;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
39;12;long;Entertaining;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
39;13;long;Entertaining;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
39;14;long;Entertaining;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
39;15;long;Entertaining;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
39;16;long;Simple;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
39;17;long;Simple;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
39;18;long;Simple;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
39;19;long;Simple;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
39;20;long;Simple;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
39;21;long;Simple;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
39;22;long;Simple;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
39;23;long;Simple;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
39;24;long;Simple;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
39;25;long;Simple;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
39;26;long;Simple;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
39;27;long;Simple;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
39;28;long;Simple;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
39;29;long;Simple;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
39;30;long;Simple;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
39;31;long;Transparent;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
39;32;long;Transparent;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
39;33;long;Transparent;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
39;34;long;Transparent;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
39;35;long;Transparent;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
39;36;long;Transparent;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
39;37;long;Transparent;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
39;38;long;Transparent;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
39;39;long;Transparent;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
39;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
39;41;long;Transparent;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
39;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
39;43;long;Transparent;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
39;44;long;Transparent;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
39;45;long;Transparent;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
40;1;long;Simple;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
40;2;long;Simple;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
40;3;long;Simple;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
40;4;long;Simple;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
40;5;long;Simple;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
40;6;long;Simple;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
40;7;long;Simple;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
40;8;long;Simple;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
40;9;long;Simple;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
40;10;long;Simple;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
40;11;long;Simple;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
40;12;long;Simple;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
40;13;long;Simple;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
40;14;long;Simple;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
40;15;long;Simple;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
40;16;long;Transparent;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
40;17;long;Transparent;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
40;18;long;Transparent;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
40;19;long;Transparent;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
40;20;long;Transparent;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
40;21;long;Transparent;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
40;22;long;Transparent;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
40;23;long;Transparent;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
40;24;long;Transparent;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
40;25;long;Transparent;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
40;26;long;Transparent;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
40;27;long;Transparent;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
40;28;long;Transparent;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
40;29;long;Transparent;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
40;30;long;Transparent;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
40;31;long;Entertaining;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
40;32;long;Entertaining;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
40;33;long;Entertaining;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
40;34;long;Entertaining;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
40;35;long;Entertaining;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
40;36;long;Entertaining;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
40;37;long;Entertaining;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
40;38;long;Entertaining;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
40;39;long;Entertaining;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
40;40;long;Entertaining;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
40;41;long;Entertaining;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
40;42;long;Entertaining;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
40;43;long;Entertaining;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
40;44;long;Entertaining;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
40;45;long;Entertaining;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
41;1;long;Transparent;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
41;2;long;Transparent;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
41;3;long;Transparent;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
41;4;long;Transparent;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
41;5;long;Transparent;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
41;6;long;Transparent;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
41;7;long;Transparent;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
41;8;long;Transparent;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
41;9;long;Transparent;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
41;10;long;Transparent;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
41;11;long;Transparent;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
41;12;long;Transparent;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
41;13;long;Transparent;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
41;14;long;Transparent;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
41;15;long;Transparent;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
41;16;long;Entertaining;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
41;17;long;Entertaining;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
41;18;long;Entertaining;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
41;19;long;Entertaining;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
41;20;long;Entertaining;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
41;21;long;Entertaining;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
41;22;long;Entertaining;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
41;23;long;Entertaining;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
41;24;long;Entertaining;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
41;25;long;Entertaining;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
41;26;long;Entertaining;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
41;27;long;Entertaining;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
41;28;long;Entertaining;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
41;29;long;Entertaining;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
41;30;long;Entertaining;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
41;31;long;Simple;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
41;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
41;33;long;Simple;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
41;34;long;Simple;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
41;35;long;Simple;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
41;36;long;Simple;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
41;37;long;Simple;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
41;38;long;Simple;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
41;39;long;Simple;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
41;40;long;Simple;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
41;41;long;Simple;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
41;42;long;Simple;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
41;43;long;Simple;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
41;44;long;Simple;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
41;45;long;Simple;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
42;1;long;Entertaining;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
42;2;long;Entertaining;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
42;3;long;Entertaining;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
42;4;long;Entertaining;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
42;5;long;Entertaining;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
42;6;long;Entertaining;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
42;7;long;Entertaining;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
42;8;long;Entertaining;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
42;9;long;Entertaining;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
42;10;long;Entertaining;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
42;11;long;Entertaining;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
42;12;long;Entertaining;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
42;13;long;Entertaining;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
42;14;long;Entertaining;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
42;15;long;Entertaining;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
42;16;long;Simple;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
42;17;long;Simple;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
42;18;long;Simple;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
42;19;long;Simple;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
42;20;long;Simple;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
42;21;long;Simple;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
42;22;long;Simple;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
42;23;long;Simple;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
42;24;long;Simple;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
42;25;long;Simple;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
42;26;long;Simple;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
42;27;long;Simple;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
42;28;long;Simple;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
42;29;long;Simple;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
42;30;long;Simple;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
42;31;long;Transparent;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
42;32;long;Transparent;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
42;33;long;Transparent;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
42;34;long;Transparent;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
42;35;long;Transparent;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
42;36;long;Transparent;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
42;37;long;Transparent;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
42;38;long;Transparent;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
42;39;long;Transparent;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
42;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
42;41;long;Transparent;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
42;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
42;43;long;Transparent;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
42;44;long;Transparent;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
42;45;long;Transparent;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
43;1;long;Simple;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
43;2;long;Simple;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
43;3;long;Simple;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
43;4;long;Simple;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
43;5;long;Simple;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
43;6;long;Simple;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
43;7;long;Simple;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
43;8;long;Simple;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
43;9;long;Simple;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
43;10;long;Simple;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
43;11;long;Simple;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
43;12;long;Simple;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
43;13;long;Simple;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
43;14;long;Simple;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
43;15;long;Simple;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
43;16;long;Transparent;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
43;17;long;Transparent;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
43;18;long;Transparent;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
43;19;long;Transparent;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
43;20;long;Transparent;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
43;21;long;Transparent;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
43;22;long;Transparent;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
43;23;long;Transparent;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
43;24;long;Transparent;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
43;25;long;Transparent;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
43;26;long;Transparent;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
43;27;long;Transparent;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
43;28;long;Transparent;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
43;29;long;Transparent;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
43;30;long;Transparent;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
43;31;long;Entertaining;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
43;32;long;Entertaining;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
43;33;long;Entertaining;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
43;34;long;Entertaining;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
43;35;long;Entertaining;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
43;36;long;Entertaining;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
43;37;long;Entertaining;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
43;38;long;Entertaining;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
43;39;long;Entertaining;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
43;40;long;Entertaining;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
43;41;long;Entertaining;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
43;42;long;Entertaining;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
43;43;long;Entertaining;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
43;44;long;Entertaining;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
43;45;long;Entertaining;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
44;1;long;Transparent;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
44;2;long;Transparent;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
44;3;long;Transparent;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
44;4;long;Transparent;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
44;5;long;Transparent;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
44;6;long;Transparent;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
44;7;long;Transparent;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
44;8;long;Transparent;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
44;9;long;Transparent;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
44;10;long;Transparent;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
44;11;long;Transparent;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
44;12;long;Transparent;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
44;13;long;Transparent;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
44;14;long;Transparent;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
44;15;long;Transparent;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
44;16;long;Entertaining;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
44;17;long;Entertaining;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
44;18;long;Entertaining;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
44;19;long;Entertaining;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
44;20;long;Entertaining;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
44;21;long;Entertaining;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
44;22;long;Entertaining;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
44;23;long;Entertaining;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
44;24;long;Entertaining;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
44;25;long;Entertaining;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
44;26;long;Entertaining;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
44;27;long;Entertaining;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
44;28;long;Entertaining;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
44;29;long;Entertaining;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
44;30;long;Entertaining;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
44;31;long;Simple;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
44;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
